filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
image-0.jpg,19261,"{}",1,0,"{""name"":""rect"",""x"":15,""y"":19,""width"":225,""height"":235}","{""object"":""velo_personne_casque""}"
image-2.jpg,33316,"{}",1,0,"{""name"":""rect"",""x"":3,""y"":76,""width"":251,""height"":160}","{""object"":""velo_personne_casque""}"
image-3.jpg,26526,"{}",1,0,"{""name"":""rect"",""x"":125,""y"":12,""width"":93,""height"":209}","{""object"":""velo_personne_casque""}"
image-4.jpg,29328,"{}",1,0,"{""name"":""rect"",""x"":1,""y"":43,""width"":253,""height"":213}","{""object"":""velo_personne""}"
image-5.jpg,29834,"{}",1,0,"{""name"":""rect"",""x"":12,""y"":79,""width"":99,""height"":169}","{""object"":""velo_personne""}"
image-6.jpg,32177,"{}",1,0,"{""name"":""rect"",""x"":43,""y"":1,""width"":206,""height"":255}","{""object"":""velo_personne_casque""}"
image-7.jpg,35439,"{}",2,0,"{""name"":""rect"",""x"":79,""y"":22,""width"":76,""height"":211}","{""object"":""velo_personne""}"
image-7.jpg,35439,"{}",2,1,"{""name"":""rect"",""x"":199,""y"":43,""width"":55,""height"":169}","{""object"":""velo_personne""}"
image-9.jpg,27725,"{}",1,0,"{""name"":""rect"",""x"":15,""y"":43,""width"":195,""height"":192}","{""object"":""velo_personne""}"
image-10.jpg,32242,"{}",1,0,"{""name"":""rect"",""x"":1,""y"":40,""width"":254,""height"":206}","{""object"":""velo_personne""}"
image-11.jpg,33042,"{}",1,0,"{""name"":""rect"",""x"":1,""y"":63,""width"":195,""height"":193}","{""object"":""velo_personne""}"
image-13.jpg,26747,"{}",2,0,"{""name"":""rect"",""x"":0,""y"":39,""width"":73,""height"":130}","{""object"":""velo_personne""}"
image-13.jpg,26747,"{}",2,1,"{""name"":""rect"",""x"":115,""y"":45,""width"":43,""height"":112}","{""object"":""velo_personne""}"
image-15.jpg,25379,"{}",2,0,"{""name"":""rect"",""x"":115,""y"":42,""width"":44,""height"":99}","{""object"":""velo_personne""}"
image-15.jpg,25379,"{}",2,1,"{""name"":""rect"",""x"":125,""y"":131,""width"":46,""height"":116}","{""object"":""velo_personne""}"
image-16.jpg,28175,"{}",2,0,"{""name"":""rect"",""x"":11,""y"":20,""width"":83,""height"":229}","{""object"":""velo_personne""}"
image-16.jpg,28175,"{}",2,1,"{""name"":""rect"",""x"":119,""y"":20,""width"":100,""height"":205}","{""object"":""velo_personne""}"
image-17.jpg,19821,"{}",1,0,"{""name"":""rect"",""x"":99,""y"":43,""width"":151,""height"":194}","{""object"":""velo_personne""}"
image-20.jpg,30752,"{}",1,0,"{""name"":""rect"",""x"":12,""y"":28,""width"":137,""height"":221}","{""object"":""velo_personne""}"
image-23.jpg,27076,"{}",1,0,"{""name"":""rect"",""x"":39,""y"":27,""width"":209,""height"":217}","{""object"":""velo_personne""}"
image-25.jpg,18963,"{}",1,0,"{""name"":""rect"",""x"":188,""y"":93,""width"":65,""height"":148}","{""object"":""velo_personne_casque""}"
image-26.jpg,115267,"{}",1,0,"{""name"":""rect"",""x"":42,""y"":3,""width"":172,""height"":252}","{""object"":""velo_personne""}"
image-27.jpg,102003,"{}",5,0,"{""name"":""rect"",""x"":3,""y"":29,""width"":54,""height"":85}","{""object"":""velo_personne_casque""}"
image-27.jpg,102003,"{}",5,1,"{""name"":""rect"",""x"":39,""y"":10,""width"":46,""height"":83}","{""object"":""velo_personne_casque""}"
image-27.jpg,102003,"{}",5,2,"{""name"":""rect"",""x"":90,""y"":35,""width"":59,""height"":91}","{""object"":""velo_personne_casque""}"
image-27.jpg,102003,"{}",5,3,"{""name"":""rect"",""x"":147,""y"":69,""width"":67,""height"":99}","{""object"":""velo_personne""}"
image-27.jpg,102003,"{}",5,4,"{""name"":""rect"",""x"":112,""y"":139,""width"":87,""height"":113}","{""object"":""velo_personne_casque""}"
image-28.jpg,25979,"{}",2,0,"{""name"":""rect"",""x"":14,""y"":88,""width"":110,""height"":123}","{""object"":""velo_personne_casque""}"
image-28.jpg,25979,"{}",2,1,"{""name"":""rect"",""x"":168,""y"":77,""width"":87,""height"":128}","{""object"":""velo_personne_casque""}"
image-29.jpg,27694,"{}",1,0,"{""name"":""rect"",""x"":95,""y"":45,""width"":140,""height"":161}","{""object"":""velo_personne""}"
image-30.jpg,33881,"{}",2,0,"{""name"":""rect"",""x"":1,""y"":20,""width"":171,""height"":201}","{""object"":""velo_personne""}"
image-30.jpg,33881,"{}",2,1,"{""name"":""rect"",""x"":87,""y"":25,""width"":167,""height"":228}","{""object"":""velo_personne""}"
image-31.jpg,43489,"{}",3,0,"{""name"":""rect"",""x"":1,""y"":101,""width"":101,""height"":115}","{""object"":""velo_personne_casque""}"
image-31.jpg,43489,"{}",3,1,"{""name"":""rect"",""x"":87,""y"":114,""width"":147,""height"":135}","{""object"":""velo_personne_casque""}"
image-31.jpg,43489,"{}",3,2,"{""name"":""rect"",""x"":122,""y"":100,""width"":133,""height"":127}","{""object"":""velo_personne_casque""}"
image-32.jpg,35384,"{}",1,0,"{""name"":""rect"",""x"":66,""y"":2,""width"":109,""height"":253}","{""object"":""velo_personne_casque""}"
image-33.jpg,22911,"{}",1,0,"{""name"":""rect"",""x"":57,""y"":48,""width"":139,""height"":149}","{""object"":""velo_personne_casque""}"
image-35.jpg,19896,"{}",3,0,"{""name"":""rect"",""x"":77,""y"":108,""width"":50,""height"":127}","{""object"":""velo_personne""}"
image-35.jpg,19896,"{}",3,1,"{""name"":""rect"",""x"":207,""y"":110,""width"":43,""height"":119}","{""object"":""velo_personne_casque""}"
image-35.jpg,19896,"{}",3,2,"{""name"":""rect"",""x"":156,""y"":141,""width"":22,""height"":60}","{""object"":""velo_personne""}"
image-36.jpg,26332,"{}",2,0,"{""name"":""rect"",""x"":45,""y"":32,""width"":105,""height"":208}","{""object"":""velo_personne_casque""}"
image-36.jpg,26332,"{}",2,1,"{""name"":""rect"",""x"":167,""y"":25,""width"":87,""height"":202}","{""object"":""velo_personne""}"
image-38.jpg,23603,"{}",2,0,"{""name"":""rect"",""x"":32,""y"":123,""width"":41,""height"":97}","{""object"":""velo_personne_casque""}"
image-38.jpg,23603,"{}",2,1,"{""name"":""rect"",""x"":135,""y"":91,""width"":53,""height"":125}","{""object"":""velo_personne""}"
image-39.jpg,31261,"{}",1,0,"{""name"":""rect"",""x"":128,""y"":53,""width"":43,""height"":154}","{""object"":""velo_personne_casque""}"
image-40.jpg,30142,"{}",2,0,"{""name"":""rect"",""x"":99,""y"":6,""width"":108,""height"":251}","{""object"":""velo_personne_casque""}"
image-40.jpg,30142,"{}",2,1,"{""name"":""rect"",""x"":35,""y"":139,""width"":44,""height"":106}","{""object"":""velo_personne_casque""}"
image-41.jpg,28362,"{}",4,0,"{""name"":""rect"",""x"":29,""y"":44,""width"":119,""height"":177}","{""object"":""velo_personne_casque""}"
image-41.jpg,28362,"{}",4,1,"{""name"":""rect"",""x"":138,""y"":33,""width"":79,""height"":119}","{""object"":""velo_personne_casque""}"
image-41.jpg,28362,"{}",4,2,"{""name"":""rect"",""x"":179,""y"":56,""width"":77,""height"":172}","{""object"":""velo_personne_casque""}"
image-41.jpg,28362,"{}",4,3,"{""name"":""rect"",""x"":206,""y"":1,""width"":48,""height"":97}","{""object"":""velo_personne_casque""}"
